acqMode,acqName,acqfromDt,acqtoDt,afterAcqSharesNo,afterAcqSharesPer,befAcqSharesNo,befAcqSharesPer,company,date,intimDt,personCategory,secAcq,secType,secVal,securitiesTypePost,symbol,tdpTransactionType
Market Purchase,Krishna Kumar Choudhary,2025-11-24,2025-11-24,1404192,2.13,1397641,2.12,Rashi Peripherals Limited,2025-11-25,2025-11-25,Promoters,6551,Equity Shares,2134313,Equity Shares,RPTECH,Buy
Market Purchase,Krishna Kumar Choudhary,2025-11-24,2025-11-24,1397641,2.12,1395528,2.12,Rashi Peripherals Limited,2025-11-25,2025-11-25,Promoters,2113,Equity Shares,687353,Equity Shares,RPTECH,Buy
Market Purchase,DILIP VARGHESE,2025-11-24,2025-11-24,1258615,5.23,1249615,5.19,Tarmat Limited,2025-11-25,2025-11-24,Promoters,9000,Equity Shares,477000,Equity Shares,TARMAT,Buy
Market Purchase,Manish Gulati,2025-11-24,2025-11-24,4000,0,Nil,0,HEG Limited,2025-11-25,2025-11-25,Director,4000,Equity Shares,1988360,Equity Shares,HEG,Buy
Market Purchase,SANJAY KUMAR JAIN,2025-11-24,2025-11-25,5955436,2.3,5924736,2.29,T T Limited,2025-11-25,2025-11-25,Promoter Group,30700,Equity Shares,291554,Equity Shares,TTL,Buy
Market Purchase,AMIT ANIL RAJE,2025-11-24,2025-11-24,4713645,14.83,4703500,14.8,Aartech Solonics Limited,2025-11-25,2025-11-24,Promoters,10145,Equity Shares,520235,Equity Shares,AARTECH,Buy
Market Purchase,AMIT ANIL RAJE,2025-11-24,2025-11-24,4713645,14.83,4703500,14.8,Aartech Solonics Limited,2025-11-25,2025-11-24,Promoters,10145,Equity Shares,520235,Equity Shares,AARTECH,Buy
Market Sale,Mamatha P,2025-11-21,2025-11-21,957854,1.45,1007854,1.52,W S Industries (I) Limited,2025-11-25,2025-11-24,Promoter Group,50000,Equity Shares,3818401,Equity Shares,WSI,Sell
Market Purchase,S. Aravindan,2025-11-21,2025-11-21,4556018,6.91,4505302,6.83,W S Industries (I) Limited,2025-11-25,2025-11-24,Promoters,50716,Equity Shares,3891843,Equity Shares,WSI,Buy
Market Purchase,Redrose Vanijya LLP,2025-11-25,2025-11-25,56547775,29.3,55873775,28.95,HEG Limited,2025-11-25,2025-11-25,Promoter Group,674000,Equity Shares,350669648,Equity Shares,HEG,Buy
Market Purchase,Cubitex Marketing Private Limited,2025-11-24,2025-11-24,19656000,9.03,19641000,9.03,Surya Roshni Limited,2025-11-25,2025-11-25,Promoter Group,15000,Equity Shares,3850871,Equity Shares,SURYAROSNI,Buy
Market Purchase,Diwarkar Marketing Private Limited,2025-11-21,2025-11-21,22693000,10.43,22683000,10.42,Surya Roshni Limited,2025-11-25,2025-11-22,Promoter Group,10000,Equity Shares,2583870,Equity Shares,SURYAROSNI,Buy
Market Purchase,Aarti Devesh Sahney,2025-11-24,2025-11-24,760490,3.14,683520,2.82,NRB Industrial Bearings Limited,2025-11-25,2025-11-24,Promoters,76970,Equity Shares,2372985,Equity Shares,NIBL,Buy
Market Purchase,MIDASTECH VENTURES PRIVATE LIMITED,2025-11-24,2025-11-24,18116730,35.59,18113730,35.59,Global Education Limited,2025-11-25,2025-11-25,Promoters,3000,Equity Shares,241200,Equity Shares,GLOBAL,Buy
Market Purchase,Raghunandana Tangirala,2025-11-24,2025-11-24,16135979,24.1,16132979,24.1,Updater Services Limited,2025-11-25,2025-11-25,Promoters,3000,Equity Shares,567000,Equity Shares,UDS,Buy
Market Purchase,Birju Maheshbhai Patel,2025-11-21,2025-11-21,20558,0.04,15558,0.03,M & B Engineering Limited,2025-11-25,2025-11-24,Director,5000,Equity Shares,1970000,Equity Shares,MBEL,Buy
Market Purchase,Parag K. Shah,2025-11-24,2025-11-24,119183405,29.52,119083405,29.5,Man Infraconstruction Limited,2025-11-25,2025-11-25,Promoters,100000,Equity Shares,12138000,Equity Shares,MANINFRA,Buy
Market Purchase,YASH TIKEKAR,2025-11-18,2025-11-18,5892550,48.21,5880050,48.11,Indian Emulsifiers Limited,2025-11-24,2025-11-20,Promoters,12500,Equity Shares,1564475,Equity Shares,IEML,Buy
Market Purchase,Sameer Akshay Pakvasa,2025-11-20,2025-11-24,15617379,69.1,15604379,69.05,Eleganz Interiors Limited,2025-11-24,2025-11-24,Promoters,13000,Equity Shares,1373261,Equity Shares,ELGNZ,Buy
Market Sale,MAX VENTURES INVESTMENT HOLDINGS PRIVATE LIMITED,2025-11-21,2025-11-21,3995923,1.16,5595923,1.62,Max Financial Services Limited,2025-11-24,2025-11-24,Promoters,1600000,Equity Shares,2689600000,Equity Shares,MFSL,Sell
Market Purchase,Time Exports Private Limited,2025-11-24,2025-11-24,44456550,9.01,44401550,8.99,Time Technoplast Limited,2025-11-24,2025-11-24,Promoters,55000,Equity Shares,10905400,Equity Shares,TIMETECHNO,Buy
Market Purchase,PLACID LIMITED,2025-11-18,2025-11-20,1176640,38.01,1174357,37.93,The Peria Karamalai Tea & Produce Company Limited,2025-11-24,2025-11-24,Promoter Group,2283,Equity Shares,1695079,Equity Shares,PKTEA,Buy
Market Purchase,D B Power Limited,2025-11-21,2025-11-21,2059986,1.16,2056540,1.15,D.B.Corp Limited,2025-11-24,2025-11-21,Promoter Group,3446,Equity Shares,892741,Equity Shares,DBCORP,Buy
Market Purchase,Krishna Kumar Choudhary,2025-11-21,2025-11-21,1395528,2.12,1391528,2.11,Rashi Peripherals Limited,2025-11-24,2025-11-24,Promoters,4000,Equity Shares,1304500,Equity Shares,RPTECH,Buy
Market Purchase,Krishna Kumar Choudhary,2025-11-21,2025-11-21,1391528,2.11,1389028,2.11,Rashi Peripherals Limited,2025-11-24,2025-11-24,Promoters,2500,Equity Shares,815500,Equity Shares,RPTECH,Buy
Market Sale,TARUN SHARMA,2025-11-19,2025-11-19,91100,0.8,84700,0.75,Brace Port Logistics Limited,2025-11-24,2025-11-21,Promoters,6400,Equity Shares,547200,Equity Shares,BRACEPORT,Buy
Market Sale,YASHPAL SHARMA,2025-11-19,2025-11-19,95900,0.84,84700,0.75,Brace Port Logistics Limited,2025-11-24,2025-11-21,Promoters,11200,Equity Shares,953520,Equity Shares,BRACEPORT,Buy
Market Sale,RISHI TREHAN,2025-11-19,2025-11-19,229900,2.03,247500,2.19,Brace Port Logistics Limited,2025-11-24,2025-11-21,Promoters,17600,Equity Shares,1492905,Equity Shares,BRACEPORT,Sell
Market Purchase,Stuti Jhawar,2025-11-20,2025-11-20,1307000,0.43,1301000,0.43,Usha Martin Limited,2025-11-24,2025-11-21,Promoter Group,6000,Equity Shares,2655510,Equity Shares,USHAMART,Buy
Market Purchase,Abhishek Bhatia,2025-11-20,2025-11-20,823750,1.95,815000,1.93,Tree House Education & Accessories Limited,2025-11-24,2025-11-21,Promoter Group,8750,Equity Shares,69825,Equity Shares,TREEHOUSE,Buy
Market Sale,Sumit Shah,2025-11-19,2025-11-20,1030830,0.96,1215830,1.13,Renaissance Global Limited,2025-11-24,2025-11-21,Promoters,185000,Equity Shares,24162400,Equity Shares,RGL,Sell
Market Purchase,Destiny Logistics & Infra Limited,2025-11-18,2025-11-19,3732063,15.87,3603063,15.32,Dynamic Services & Security Limited,2025-11-24,2025-11-19,Promoter Group,129000,Equity Shares,12453341,Equity Shares,DYNAMIC,Buy
Market Purchase,Rekha Bhagat,2025-11-21,2025-11-21,2804188,11.92,2753688,11.71,Dynamic Services & Security Limited,2025-11-24,2025-11-22,Promoters,50500,Equity Shares,5708719,Equity Shares,DYNAMIC,Buy
Market Purchase,Destiny Logistics & Infra Limited,2025-11-20,2025-11-20,3749563,15.94,3732063,15.87,Dynamic Services & Security Limited,2025-11-24,2025-11-22,Promoter Group,17500,Equity Shares,1897946,Equity Shares,DYNAMIC,Buy
Market Purchase,Amit Jatia,2025-11-20,2025-11-21,67980,0.04,58980,0.04,WESTLIFE FOODWORLD LIMITED,2025-11-24,2025-11-24,Promoters,9000,Equity Shares,550,Equity Shares,WESTLIFE,Buy
Market Sale,Peterhouse Investments India Limited,2025-11-20,2025-11-21,4266529,1.4,4466529,1.47,Usha Martin Limited,2025-11-24,2025-11-21,Promoter Group,200000,Equity Shares,86824000,Equity Shares,USHAMART,Sell
Market Sale,KRISHNA DUSHYANT RANA,2025-11-21,2025-11-21,25017880,45.55,25063773,45.63,Platinum Industries Limited,2025-11-23,2025-11-22,Promoters,45893,Equity Shares,12620575,Equity Shares,PLATIND,Sell
Market Purchase,BANWARI LAL MITTAL,2025-11-20,2025-11-20,10676000,33.56,10656000,33.5,Health X Platform Limited,2025-11-22,2025-11-21,Promoters,20000,Equity Shares,6397563,Equity Shares,HEALTHX,Buy
Market Purchase,BANWARI LAL MITTAL,2025-11-21,2025-11-21,10686000,33.59,10676000,33.56,Health X Platform Limited,2025-11-22,2025-11-22,Promoters,10000,Equity Shares,3224963,Equity Shares,HEALTHX,Buy
Market Purchase,Hindustan Cotton Company,2025-11-21,2025-11-21,47544157,56.94,47541166,56.93,Sarla Performance Fibers Limited,2025-11-22,2025-11-22,Promoter Group,2991,Equity Shares,263147,Equity Shares,SARLAPOLY,Buy
Market Purchase,A V S R Holdings Private Limited,2025-11-20,2025-11-21,67815353,10.8,67730353,10.79,NCC Limited,2025-11-22,2025-11-22,Promoters,85000,Equity Shares,15178300,Equity Shares,NCC,Buy
Market Sale,MEENAKSHI PATHAK,2025-11-21,2025-11-21,436,0,19436,0.18,Reliable Data Services Limited,2025-11-22,2025-11-22,Promoter Group,19000,Equity Shares,2627700,Equity Shares,RELIABLE,Sell
Market Purchase,KANISHKA SETHIA,2025-11-21,2025-11-21,204920,0.2,104920,0.1,Western Carriers (India) Limited,2025-11-22,2025-11-22,Promoters,100000,Equity Shares,12078000,Equity Shares,WCIL,Buy
Market Purchase,Varun Sawhney,2025-11-21,2025-11-21,238962,1.85,238769,1.85,Cords Cable Industries Limited,2025-11-22,2025-11-21,Promoter Group,193,Equity Shares,35810,Equity Shares,CORDSCABLE,Buy
Market Purchase,Varun Sawhney,2025-11-21,2025-11-21,238769,1.85,237888,1.84,Cords Cable Industries Limited,2025-11-22,2025-11-21,Promoter Group,881,Equity Shares,163468,Equity Shares,CORDSCABLE,Buy
Market Purchase,JYOTI JAIN,2025-11-21,2025-11-21,19887500,7.7,19652500,7.61,T T Limited,2025-11-22,2025-11-21,Promoter Group,235000,Equity Shares,2272450,Equity Shares,TTL,Buy
Market Purchase,A V S R Holdings Private Limited,2025-11-18,2025-11-19,67730353,10.79,67664274,10.78,NCC Limited,2025-11-22,2025-11-20,Promoters,66079,Equity Shares,12054338,Equity Shares,NCC,Buy
Market Purchase,Rachana Niraj Gemawat,2025-11-21,2025-11-21,2560647,13.78,2559647,13.77,Nintec Systems Limited,2025-11-21,2025-11-21,Promoter Group,1000,Equity Shares,444995,Equity Shares,NINSYS,Buy
Market Purchase,Rachana Niraj Gemawat,2025-11-21,2025-11-21,2559647,13.77,2558647,13.77,Nintec Systems Limited,2025-11-21,2025-11-21,Promoter Group,1000,Equity Shares,446572,Equity Shares,NINSYS,Buy
Market Purchase,Rachana Niraj Gemawat,2025-11-21,2025-11-21,2561611,13.78,2560647,13.78,Nintec Systems Limited,2025-11-21,2025-11-21,Promoter Group,964,Equity Shares,433634,Equity Shares,NINSYS,Buy
Market Purchase,Rachana Niraj Gemawat,2025-11-21,2025-11-21,2558647,13.77,2558147,13.77,Nintec Systems Limited,2025-11-21,2025-11-21,Promoter Group,500,Equity Shares,221949,Equity Shares,NINSYS,Buy
Market Purchase,Rachana Niraj Gemawat,2025-11-21,2025-11-21,2557647,13.76,2557147,13.76,Nintec Systems Limited,2025-11-21,2025-11-21,Promoter Group,500,Equity Shares,218500,Equity Shares,NINSYS,Buy
Market Purchase,Rachana Niraj Gemawat,2025-11-21,2025-11-21,2558147,13.77,2557647,13.76,Nintec Systems Limited,2025-11-21,2025-11-21,Promoter Group,500,Equity Shares,222627,Equity Shares,NINSYS,Buy
Market Purchase,Rachana Niraj Gemawat,2025-11-21,2025-11-21,2553675,13.74,2552675,13.74,Nintec Systems Limited,2025-11-21,2025-11-21,Promoter Group,1000,Equity Shares,430800,Equity Shares,NINSYS,Buy
Market Purchase,Rachana Niraj Gemawat,2025-11-21,2025-11-21,2553727,13.74,2553675,13.74,Nintec Systems Limited,2025-11-21,2025-11-21,Promoter Group,52,Equity Shares,22824,Equity Shares,NINSYS,Buy
Market Purchase,Rachana Niraj Gemawat,2025-11-21,2025-11-21,2554727,13.75,2553727,13.74,Nintec Systems Limited,2025-11-21,2025-11-21,Promoter Group,1000,Equity Shares,404398,Equity Shares,NINSYS,Buy
Market Purchase,Rachana Niraj Gemawat,2025-11-21,2025-11-21,2555727,13.75,2554727,13.75,Nintec Systems Limited,2025-11-21,2025-11-21,Promoter Group,1000,Equity Shares,409446,Equity Shares,NINSYS,Buy
Market Purchase,Rachana Niraj Gemawat,2025-11-21,2025-11-21,2556147,13.76,2555727,13.75,Nintec Systems Limited,2025-11-21,2025-11-21,Promoter Group,420,Equity Shares,179250,Equity Shares,NINSYS,Buy
Market Purchase,Rachana Niraj Gemawat,2025-11-21,2025-11-21,2556647,13.76,2556147,13.76,Nintec Systems Limited,2025-11-21,2025-11-21,Promoter Group,500,Equity Shares,216336,Equity Shares,NINSYS,Buy
Market Purchase,Rachana Niraj Gemawat,2025-11-21,2025-11-21,2557147,13.76,2556647,13.76,Nintec Systems Limited,2025-11-21,2025-11-21,Promoter Group,500,Equity Shares,218480,Equity Shares,NINSYS,Buy
Market Purchase,JINDAL CEMENT INDUSTRIES PRIVATE LIMITED,2025-11-20,2025-11-20,837053,0.08,808527,0.08,JINDAL STEEL LIMITED,2025-11-21,2025-11-21,Promoter Group,28526,Equity Shares,30411759,Equity Shares,JINDALSTEL,Buy
Market Purchase,JINDAL CEMENT INDUSTRIES PRIVATE LIMITED,2025-11-19,2025-11-19,808527,0.08,691937,0.06,JINDAL STEEL LIMITED,2025-11-21,2025-11-21,Promoter Group,116590,Equity Shares,123888312,Equity Shares,JINDALSTEL,Buy
Market Purchase,JINDAL CEMENT INDUSTRIES PRIVATE LIMITED,2025-11-18,2025-11-18,691937,0.06,502954,0.05,JINDAL STEEL LIMITED,2025-11-21,2025-11-19,Promoter Group,188983,Equity Shares,200977675,Equity Shares,JINDALSTEL,Buy
Market Purchase,JINDAL CEMENT INDUSTRIES PRIVATE LIMITED,2025-11-17,2025-11-17,502954,0.05,453536,0.04,JINDAL STEEL LIMITED,2025-11-21,2025-11-19,Promoter Group,49418,Equity Shares,53133932,Equity Shares,JINDALSTEL,Buy
Market Purchase,T.T. BRANDS LIMITED,2025-11-18,2025-11-21,86958325,33.66,86604821,33.53,T T Limited,2025-11-21,2025-11-21,Promoter Group,353504,Equity Shares,3372572,Equity Shares,TTL,Buy
Market Purchase,Krishna Kumar Choudhary,2025-11-20,2025-11-20,1389028,2.11,1373749,2.08,Rashi Peripherals Limited,2025-11-21,2025-11-21,Promoters,15279,Equity Shares,5115009,Equity Shares,RPTECH,Buy
Market Purchase,Krishna Kumar Choudhary,2025-11-20,2025-11-20,1373749,2.08,1370139,2.08,Rashi Peripherals Limited,2025-11-21,2025-11-21,Promoters,3610,Equity Shares,1209217,Equity Shares,RPTECH,Buy
Market Purchase,Anjan Chatterjee,2025-11-19,2025-11-19,12247521,25.39,12245000,25.39,Speciality Restaurants Limited,2025-11-21,2025-11-21,Promoters,2521,Equity Shares,329079,Equity Shares,SPECIALITY,Buy
Market Purchase,Anjan Chatterjee,2025-11-20,2025-11-20,12295000,25.49,12247521,25.39,Speciality Restaurants Limited,2025-11-21,2025-11-21,Promoters,47479,Equity Shares,6348099,Equity Shares,SPECIALITY,Buy
Market Purchase,Time Exports Private Limited,2025-11-21,2025-11-21,44401550,8.99,44257438,8.97,Time Technoplast Limited,2025-11-21,2025-11-21,Promoters,144112,Equity Shares,28557239,Equity Shares,TIMETECHNO,Buy
Market Purchase,K.N MADHUSOODANAN,2025-11-21,2025-11-21,2199258,0.56,2189258,0.55,Dhanlaxmi Bank Limited,2025-11-21,2025-11-21,Director,10000,Equity Shares,271000,Equity Shares,DHANBANK,Buy
Market Purchase,K.N MADHUSOODANAN,2025-11-21,2025-11-21,2237558,0.56,2229258,0.56,Dhanlaxmi Bank Limited,2025-11-21,2025-11-21,Director,8300,Equity Shares,221610,Equity Shares,DHANBANK,Buy
Market Purchase,K.N MADHUSOODANAN,2025-11-21,2025-11-21,2204258,0.56,2199258,0.56,Dhanlaxmi Bank Limited,2025-11-21,2025-11-21,Director,5000,Equity Shares,134750,Equity Shares,DHANBANK,Buy
Market Purchase,K.N MADHUSOODANAN,2025-11-21,2025-11-21,2209258,0.56,2204258,0.56,Dhanlaxmi Bank Limited,2025-11-21,2025-11-21,Director,5000,Equity Shares,134500,Equity Shares,DHANBANK,Buy
Market Purchase,K.N MADHUSOODANAN,2025-11-21,2025-11-21,2219258,0.56,2209258,0.56,Dhanlaxmi Bank Limited,2025-11-21,2025-11-21,Director,10000,Equity Shares,268000,Equity Shares,DHANBANK,Buy
Market Purchase,K.N MADHUSOODANAN,2025-11-21,2025-11-21,2224258,0.56,2219258,0.56,Dhanlaxmi Bank Limited,2025-11-21,2025-11-21,Director,5000,Equity Shares,133500,Equity Shares,DHANBANK,Buy
Market Purchase,K.N MADHUSOODANAN,2025-11-21,2025-11-21,2229258,0.56,2224258,0.56,Dhanlaxmi Bank Limited,2025-11-21,2025-11-21,Director,5000,Equity Shares,133750,Equity Shares,DHANBANK,Buy
Market Sale,NARESH SARDANA,2025-11-21,2025-11-21,232534,0.74,232634,0.74,Sukhjit Starch & Chemicals Limited,2025-11-21,2025-11-21,Promoter Group,100,Equity Shares,15300,Equity Shares,SUKHJITS,Sell
Market Purchase,PANKAJ SARDANA,2025-11-21,2025-11-21,2407216,7.7,2407116,7.7,Sukhjit Starch & Chemicals Limited,2025-11-21,2025-11-21,Promoters,100,Equity Shares,15200,Equity Shares,SUKHJITS,Buy
Market Purchase,V.S. SHIRGAOKAR ENTERPRISES LLP,2025-11-19,2025-11-19,160550,1.03,159500,1.03,Synergy Green Industries Limited,2025-11-21,2025-11-20,Promoter Group,1050,Equity Shares,574318,Equity Shares,SGIL,Buy
Market Purchase,PRABHAKAR SHIRGAOKAR ENTERPRISES LLP,2025-11-17,2025-11-18,13037,0.08,11950,0.07,Synergy Green Industries Limited,2025-11-21,2025-11-19,Promoter Group,1087,Equity Shares,596339,Equity Shares,SGIL,Buy
Market Purchase,Raghunandana Tangirala,2025-11-21,2025-11-21,16132979,24.1,16121979,24.08,Updater Services Limited,2025-11-21,2025-11-21,Promoters,11000,Equity Shares,2123000,Equity Shares,UDS,Buy
Market Purchase,Multiples Private Equity Fund IV,2025-11-19,2025-11-19,2866593,2.02,2858544,2.01,VIP Industries Limited,2025-11-21,2025-11-20,Promoters,8049,Equity Shares,3123012,Equity Shares,VIPIND,Buy
Market Purchase,Multiples Private Equity Gift Fund IV,2025-11-19,2025-11-19,3161337,2.23,3152461,2.22,VIP Industries Limited,2025-11-21,2025-11-20,Promoters,8876,Equity Shares,3443888,Equity Shares,VIPIND,Buy
Market Purchase,DEEPAK JALAN,2025-11-20,2025-11-20,1694208,2.85,1621208,2.73,Linc Limited,2025-11-21,2025-11-20,Promoters,73000,Equity Shares,8918239,Equity Shares,LINC,Buy
Market Sale,DEVANSHI JALAN,2025-11-20,2025-11-20,1708228,2.87,1781228,2.99,Linc Limited,2025-11-21,2025-11-20,Promoter Group,73000,Equity Shares,8917771,Equity Shares,LINC,Sell
Market Purchase,D B Power Limited,2025-11-19,2025-11-19,2027662,1.14,2021479,1.13,D.B.Corp Limited,2025-11-21,2025-11-20,Promoter Group,6183,Equity Shares,1615439,Equity Shares,DBCORP,Buy
Market Purchase,D B Power Limited,2025-11-20,2025-11-20,2056540,1.15,2027662,1.14,D.B.Corp Limited,2025-11-21,2025-11-21,Promoter Group,28878,Equity Shares,7516308,Equity Shares,DBCORP,Buy
Market Purchase,Urvashi Bansidhar Soni,2025-11-19,2025-11-19,70560,0.28,64800,0.26,Essen Speciality Films Limited,2025-11-21,2025-11-21,Promoter Group,5760,Equity Shares,1392055,Equity Shares,ESFL,Buy
Market Purchase,Kankana Utsav Doshi,2025-11-19,2025-11-20,62640,0.25,Nil,0,Essen Speciality Films Limited,2025-11-21,2025-11-21,Promoter Group,62640,Equity Shares,14858834,Equity Shares,ESFL,Buy
Market Purchase,Chandni Pallav Doshi,2025-11-19,2025-11-19,76320,0.31,71640,0.29,Essen Speciality Films Limited,2025-11-21,2025-11-21,Promoter Group,4680,Equity Shares,1133179,Equity Shares,ESFL,Buy
Market Purchase,MIDASTECH VENTURES PRIVATE LIMITED,2025-11-20,2025-11-20,18113730,35.59,18105689,35.57,Global Education Limited,2025-11-21,2025-11-21,Promoters,8041,Equity Shares,611573,Equity Shares,GLOBAL,Buy
Market Purchase,Abhishek Bhatia,2025-11-19,2025-11-19,815000,1.93,806064,1.91,Tree House Education & Accessories Limited,2025-11-21,2025-11-20,Promoter Group,8936,Equity Shares,70505,Equity Shares,TREEHOUSE,Buy
Market Purchase,Diwarkar Marketing Private Limited,2025-11-19,2025-11-19,22683000,10.42,22663000,10.41,Surya Roshni Limited,2025-11-21,2025-11-20,Promoter Group,20000,Equity Shares,5406237,Equity Shares,SURYAROSNI,Buy
Market Purchase,Cubitex Marketing Private Limited,2025-11-19,2025-11-19,19621000,9.02,19591000,9,Surya Roshni Limited,2025-11-21,2025-11-20,Promoter Group,30000,Equity Shares,8076161,Equity Shares,SURYAROSNI,Buy
Market Purchase,Cubitex Marketing Private Limited,2025-11-20,2025-11-20,19641000,9.03,19621000,9.02,Surya Roshni Limited,2025-11-21,2025-11-21,Promoter Group,20000,Equity Shares,5299273,Equity Shares,SURYAROSNI,Buy
Market Purchase,MADHAV DOSHI,2025-11-17,2025-11-18,1060300,11.85,1050151,11.73,Madhav Marbles and Granites Limited,2025-11-21,2025-11-19,Director,10149,Equity Shares,424945,Equity Shares,MADHAV,Buy
Market Purchase,BANWARI LAL MITTAL,2025-11-19,2025-11-19,10656000,33.5,10641000,33.45,Health X Platform Limited,2025-11-20,2025-11-20,Promoters,15000,Equity Shares,4781706,Equity Shares,HEALTHX,Buy
Market Purchase,RAJENDRA SETHIA,2025-11-20,2025-11-20,73971020,72.55,73871020,72.45,Western Carriers (India) Limited,2025-11-20,2025-11-20,Promoters,100000,Equity Shares,11805000,Equity Shares,WCIL,Buy
Market Sale,KRISHNA DUSHYANT RANA,2025-11-19,2025-11-19,25063773,45.63,25142880,45.78,Platinum Industries Limited,2025-11-20,2025-11-20,Promoters,79107,Equity Shares,21190849,Equity Shares,PLATIND,Sell
Market Purchase,SANJAY KUMAR JAIN,2025-11-20,2025-11-20,5924736,2.29,5881635,2.27,T T Limited,2025-11-20,2025-11-20,Promoter Group,43101,Equity Shares,405111,Equity Shares,TTL,Buy
Market Purchase,V S SHIRGAOKAR ENTERPRISES LLP,2025-11-19,2025-11-19,3215394,2.85,3200394,2.84,The Ugar Sugar Works Limited,2025-11-20,2025-11-20,Promoter Group,15000,Equity Shares,613230,Equity Shares,UGARSUGAR,Buy
Market Purchase,Satidham Industries Private Limited,2025-11-19,2025-11-19,47541166,56.93,47540166,56.93,Sarla Performance Fibers Limited,2025-11-20,2025-11-20,Promoter Group,1000,Equity Shares,88316,Equity Shares,SARLAPOLY,Buy
Market Purchase,Hindustan Cotton Company,2025-11-19,2025-11-19,47540166,56.93,47539166,56.93,Sarla Performance Fibers Limited,2025-11-20,2025-11-20,Promoter Group,1000,Equity Shares,88316,Equity Shares,SARLAPOLY,Buy
Market Purchase,Varun Sawhney,2025-11-20,2025-11-20,236358,1.83,235539,1.82,Cords Cable Industries Limited,2025-11-20,2025-11-20,Promoter Group,819,Equity Shares,150428,Equity Shares,CORDSCABLE,Buy
